Estado civil,Modo de inscrição,Ordem de prioridade de escolha,Curso,Turno,Qualificação anterior,Qualificação anterior (Nota),Nacionalidade,Qualificação da mãe,Qualificação do pai,Ocupação da mãe,Ocupação do pai,Nota de admissão,Deslocado,Necessidade de educação especial,Devedor,Pagamento em dia,Gênero,Bolsista,Idade na inscrição,Internacional,Unidades curriculares 1º semestre (creditadas),Unidades curriculares 1º semestre (inscritos),Unidades curriculares 1º semestre (avaliações),Unidades curriculares 1º semestre (aprovado),Unidades curriculares 1º semestre (nota),Unidades curriculares 1º semestre (sem avaliações),Unidades curriculares 2º semestre (creditadas),Unidades curriculares 2º semestre (inscritos),Unidades curriculares 2º semestre (avaliações),Unidades curriculares 2º semestre (aprovado),Unidades curriculares 2º semestre (nota),Unidades curriculares 2º semestre (sem avaliações),taxa de desemprego,Taxa de inflação,GDP,Target
Solteiro,1ª fase - Entrada geral,1,Medicina Veterinária,Diurno,Ensino médio,133.1,Portugal,Ensino Superior - Bacharelado,Ensino Secundário,Pessoal Administrativo,Trabalhadores Não Qualificados,105.0,sim,Não,não,sim,Masculino,não,21,não,0,6,15,3,11.25,0,0,6,9,0,0.0,0,12.4,0.5,1.79,Matriculado
Solteiro,3ª fase - Entrada geral,2,administração,Diurno,Ensino médio,140.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",Trabalhadores Não Qualificados,124.3,sim,Não,não,sim,Masculino,não,20,não,0,5,7,4,10.75,0,0,5,12,3,10.571428571428571,0,10.8,1.4,1.74,Desistente
Solteiro,Maiores de 23 anos,1,administração,Diurno,Ensino básico 3.º ciclo (9.º/10.º/11.º ano) ou equivalente,100.0,Portugal,Ensino Básico 2º Ciclo,Ensino Básico 3º Ciclo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",Trabalhadores Não Qualificados,132.0,não,Não,sim,não,Masculino,não,28,não,0,5,7,1,11.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Desistente
Solteiro,Maiores de 23 anos,2,odontologia,Diurno,Ensino médio,130.0,Portugal,Ensino básico 1º Ciclo,Ensino Básico 3º Ciclo,Trabalhadores Não Qualificados,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,110.0,não,Não,não,sim,Masculino,sim,24,não,0,7,13,6,10.857142857142858,0,0,7,7,7,11.857142857142858,0,12.7,3.7,-1.7,Matriculado
Solteiro,1ª fase - Entrada geral,5,administração,Diurno,Ensino médio,134.0,Portugal,Ensino Superior - Bacharelado,Ensino Superior - Licenciatura,Especialistas em Atividades Intelectuais e Científicas,Especialistas em Atividades Intelectuais e Científicas,134.7,não,Não,não,sim,Masculino,não,22,não,1,5,10,4,11.75,0,0,5,10,3,11.0,0,7.6,2.6,0.32,Matriculado
Solteiro,1ª fase - Entrada geral,1,Medicina Veterinária,Diurno,Ensino médio,134.0,Portugal,Ensino básico 1º Ciclo,Ensino Básico 3º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,136.8,sim,Não,não,sim,Masculino,não,20,não,0,5,8,5,12.8,0,0,5,9,4,13.666666666666666,1,10.8,1.4,1.74,Graduado
Solteiro,Titulares de diploma de especialização tecnológica,1,Medicina Veterinária,Diurno,Curso de especialização tecnológica,160.0,Portugal,Ensino Secundário,Ensino Secundário,Pessoal Administrativo,Pessoal Administrativo,160.0,não,Não,não,sim,Masculino,não,21,não,1,5,15,3,12.333333333333334,2,0,5,7,5,11.4,0,9.4,-0.8,-3.12,Graduado
Solteiro,Titulares de diploma de especialização tecnológica,1,Agronomia,Diurno,Curso de especialização tecnológica,130.0,Portugal,Ensino Secundário,Ensino Superior - Bacharelado,Trabalhadores Não Qualificados,Especialistas em Atividades Intelectuais e Científicas,130.0,sim,Não,sim,não,Masculino,não,23,não,0,6,12,2,11.333333333333334,0,0,6,8,2,13.0,0,13.9,-0.3,0.79,Desistente
Solteiro,1ª fase - Entrada geral,1,Serviço Social,Diurno,Ensino médio,141.0,Portugal,Ensino Básico 3º Ciclo,Ensino Secundário,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",Técnicos e Profissões de Nível Intermediário,128.8,sim,Não,não,sim,Masculino,não,18,não,0,6,10,5,11.6,0,0,6,6,6,11.166666666666666,0,10.8,1.4,1.74,Graduado
Solteiro,1ª fase - Entrada geral,1,Animação e Design Multimédia,Diurno,Ensino médio,147.0,Portugal,Ensino Secundário,11º Ano de Escolaridade,Pessoal Administrativo,Pessoal Administrativo,148.4,sim,Não,não,sim,Masculino,sim,20,não,8,14,15,12,10.923076923076923,0,7,13,14,11,12.181818181818182,0,11.1,0.6,2.02,Graduado
Solteiro,1ª fase - Entrada geral,1,Animação e Design Multimédia,Diurno,Ensino médio,137.0,Portugal,Ensino Secundário,Ensino Básico 2º Ciclo,Pessoal Administrativo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",130.4,sim,Não,não,sim,Masculino,não,19,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Graduado
Casado,Maiores de 23 anos,1,Enfermagem,Diurno,Ensino superior — licenciatura,130.0,Portugal,Ensino Secundário,Ensino Secundário,Pessoal Administrativo,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",126.0,não,Não,não,sim,Masculino,não,32,não,0,7,7,7,13.62857142857143,0,0,8,8,8,13.9125,0,13.9,-0.3,0.79,Graduado
Solteiro,1ª fase - Entrada geral,6,Turismo,Diurno,Ensino médio,119.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,118.7,sim,Não,não,sim,Masculino,não,20,não,0,6,16,3,10.333333333333334,0,0,6,16,1,11.0,0,10.8,1.4,1.74,Desistente
Solteiro,Maiores de 23 anos,1,Agronomia,Diurno,Ensino médio,130.0,Portugal,Ensino Básico 2º Ciclo,Ensino básico 1º Ciclo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos","Trabalhadores Qualificados da Indústria, Construção e Artesãos",120.0,não,Não,não,sim,Masculino,não,32,não,12,18,25,18,13.736842105263158,0,10,13,15,12,13.75,1,15.5,2.8,-4.06,Graduado
Solteiro,Maiores de 23 anos,1,Agronomia,Diurno,Ensino médio,130.0,Portugal,Ensino Básico 2º Ciclo,Ensino Básico 3º Ciclo,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",120.0,sim,Não,não,sim,Masculino,não,28,não,7,13,19,8,11.625,0,5,10,17,6,11.0,0,15.5,2.8,-4.06,Matriculado
Solteiro,Titulares de diploma de especialização tecnológica,1,Design de Comunicação,Diurno,Curso de especialização tecnológica,120.0,Portugal,Ensino Secundário,Ensino Básico 2º Ciclo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",116.3,sim,Sim,não,sim,Masculino,sim,21,não,2,7,7,4,11.5,0,5,9,10,7,12.142857142857142,0,12.4,0.5,1.79,Graduado
Solteiro,1ª fase - Entrada geral,1,Jornalismo e Comunicação,Diurno,Ensino médio,130.0,Portugal,Ensino Básico 2º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",133.9,não,Não,não,sim,Masculino,sim,19,não,0,6,8,5,14.0,0,0,6,8,6,13.0,0,10.8,1.4,1.74,Graduado
Solteiro,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Curso de especialização tecnológica,150.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,150.3,não,Não,não,sim,Masculino,não,24,não,0,5,7,3,11.333333333333334,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Desistente
Solteiro,2ª fase - Entrada geral,1,administração,Diurno,Ensino médio,120.0,Portugal,Ensino Básico 2º Ciclo,Ensino Básico 2º Ciclo,Trabalhadores Não Qualificados,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,118.3,não,Não,não,sim,Masculino,não,18,não,0,5,13,1,10.0,0,0,5,5,1,10.0,0,12.7,3.7,-1.7,Desistente
Solteiro,Titulares de diploma de especialização tecnológica,1,Agronomia,Diurno,Curso de especialização tecnológica,130.0,Portugal,Ensino Secundário,Ensino básico 1º Ciclo,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura","Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",130.0,sim,Não,não,sim,Masculino,não,20,não,0,6,14,5,11.714285714285714,0,0,6,15,5,12.0,0,16.2,0.3,-0.92,Graduado
Solteiro,Mudança de curso,1,Animação e Design Multimédia,Diurno,Curso de especialização tecnológica,140.0,Portugal,Ensino Básico 2º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",140.0,não,Não,não,não,Masculino,não,25,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Desistente
Solteiro,2ª fase - Entrada geral,6,administração,Diurno,Ensino médio,130.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,110.4,sim,Não,não,sim,Masculino,não,25,não,13,15,15,13,10.76923076923077,0,11,14,15,12,11.833333333333334,0,7.6,2.6,0.32,Desistente
Solteiro,2ª fase - Entrada geral,4,Jornalismo e Comunicação,Diurno,Ensino médio,147.0,Portugal,Ensino Secundário,Ensino Secundário,Pessoal Administrativo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",139.7,sim,Não,não,sim,Masculino,não,18,não,0,6,10,5,11.6,0,0,6,6,6,12.0,0,9.4,-0.8,-3.12,Desistente
Solteiro,1ª fase - Entrada geral,1,administração,Diurno,Ensino médio,148.0,Portugal,Ensino Básico 3º Ciclo,Ensino Secundário,"Trabalhadores Qualificados da Indústria, Construção e Artesãos","Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",138.3,sim,Não,não,sim,Masculino,não,19,não,0,5,6,4,13.75,0,0,5,5,0,0.0,0,12.4,0.5,1.79,Desistente
Solteiro,1ª fase - Entrada geral,5,administração,Diurno,Ensino médio,133.0,Portugal,Ensino Básico 3º Ciclo,Ensino Superior - Bacharelado,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,123.2,sim,Não,não,sim,Masculino,não,18,não,0,5,14,4,11.0,0,0,5,9,5,10.5,0,13.9,-0.3,0.79,Desistente
Solteiro,Transferência,1,administração,Diurno,Ensino médio,135.0,Portugal,Ensino Básico 3º Ciclo,Ensino Secundário,Pessoal Administrativo,Pessoal Administrativo,120.0,não,Não,não,não,Masculino,não,25,não,0,5,6,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Desistente
Solteiro,Maiores de 23 anos,1,Animação e Design Multimédia,Diurno,Ensino médio,116.0,Portugal,Desconhecido,Desconhecido,Estudante,Estudante,127.0,sim,Não,não,sim,Masculino,não,38,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Desistente
Solteiro,Titulares de diploma de especialização tecnológica,1,Animação e Design Multimédia,Diurno,Curso de especialização tecnológica,110.0,Portugal,Ensino Secundário,Ensino Secundário,"Representantes do Poder Legislativo e dos Órgãos Executivos, Diretores, Directores e Gerentes Executivos","Trabalhadores Qualificados da Indústria, Construção e Artesãos",114.2,não,Não,não,sim,Masculino,não,19,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Desistente
Solteiro,1ª fase - Entrada geral,4,Jornalismo e Comunicação,Diurno,Ensino médio,133.0,Portugal,Ensino Secundário,Ensino Básico 3º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,119.7,sim,Não,não,sim,Masculino,não,19,não,0,6,7,6,12.333333333333334,0,0,6,10,5,13.2,0,16.2,0.3,-0.92,Graduado
Solteiro,Titulares de diploma de especialização tecnológica,1,Medicina Veterinária,Diurno,Curso de especialização tecnológica,150.0,Portugal,Ensino Básico 2º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Pessoal Administrativo,150.0,sim,Não,não,sim,Masculino,sim,22,não,0,6,9,6,13.428571428571429,0,1,6,12,6,13.625,0,12.4,0.5,1.79,Graduado
Solteiro,1ª fase - Entrada geral,6,Engenharia de software,Diurno,Ensino médio,135.0,Portugal,Ensino Superior - Licenciatura,Ensino Secundário,Técnicos e Profissões de Nível Intermediário,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",123.5,sim,Não,não,sim,Masculino,não,18,não,0,5,10,0,0.0,0,0,5,10,1,10.0,3,7.6,2.6,0.32,Matriculado
Solteiro,Titulares de outros cursos superiores,1,administração (atendimento noturno),Noturno,Ensino superior — licenciatura,130.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,Técnicos e Profissões de Nível Intermediário,Trabalhadores Não Qualificados,130.0,não,Não,não,não,Masculino,não,32,não,0,5,12,4,14.75,0,0,5,9,2,15.0,0,16.2,0.3,-0.92,Desistente
Solteiro,Mudança de curso,1,Educação básica (pedagogia),Diurno,Ensino médio,130.0,Portugal,Ensino Superior - Licenciatura,Curso de especialização tecnológica,Especialistas em Atividades Intelectuais e Científicas,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",124.6,não,Não,não,sim,Masculino,não,37,não,19,21,21,21,12.476190476190476,0,13,19,19,19,12.210526315789474,0,12.4,0.5,1.79,Graduado
Solteiro,2ª fase - Entrada geral,1,Engenharia de software,Diurno,Ensino médio,132.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",119.4,sim,Não,não,sim,Masculino,não,21,não,0,5,8,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Desistente
Solteiro,1ª fase - Entrada geral,1,Turismo,Diurno,Ensino médio,125.0,Portugal,Ensino Secundário,Ensino Superior - Bacharelado,Pessoal Administrativo,"Representantes do Poder Legislativo e dos Órgãos Executivos, Diretores, Directores e Gerentes Executivos",121.9,sim,Não,não,sim,Masculino,não,18,não,0,6,15,3,11.666666666666666,0,0,6,14,2,12.5,0,10.8,1.4,1.74,Desistente
Solteiro,1ª fase - Entrada geral,3,Design de Comunicação,Diurno,Ensino médio,118.0,Portugal,Ensino superior - Mestrado (2.º ciclo),Ensino Superior - Bacharelado,Professores,Professores,110.0,sim,Não,sim,sim,Masculino,não,19,não,0,6,6,6,12.0,0,0,6,7,6,13.571428571428571,0,8.9,1.4,3.51,Graduado
Solteiro,2ª fase - Entrada geral,1,Gestão de Publicidade e Marketing,Diurno,Ensino médio,118.0,Portugal,Ensino Secundário,Ensino Básico 3º Ciclo,Pessoal Administrativo,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,118.7,não,Não,não,sim,Masculino,sim,19,não,0,6,7,6,12.0,0,0,6,6,6,14.0,0,12.4,0.5,1.79,Graduado
Solteiro,1ª fase - Entrada geral,1,Animação e Design Multimédia,Diurno,Ensino médio,161.0,Brasil,Ensino Secundário,Ensino Secundário,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",163.1,sim,Não,não,não,Feminino,não,19,sim,6,12,12,12,15.25,0,4,11,12,11,15.0,0,8.9,1.4,3.51,Graduado
Solteiro,2ª fase - Entrada geral,1,Jornalismo e Comunicação,Diurno,Ensino médio,136.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 2º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,121.7,sim,Não,não,sim,Masculino,sim,19,não,0,6,9,5,12.4,0,0,6,6,6,13.166666666666666,0,12.7,3.7,-1.7,Graduado
Solteiro,Estudante internacional (bacharelado),1,administração,Diurno,Ensino médio,135.0,São Tomé e Príncipe,Ensino Secundário,Ensino Secundário,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",135.0,não,Não,sim,sim,Masculino,não,21,sim,0,5,9,3,12.333333333333334,0,0,5,8,4,11.25,0,8.9,1.4,3.51,Matriculado
Divorciado,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino médio,147.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,147.9,não,Não,não,sim,Feminino,não,28,não,0,5,8,4,11.5,0,0,5,7,4,12.0,0,10.8,1.4,1.74,Matriculado
Solteiro,1ª fase - Entrada geral,1,Jornalismo e Comunicação,Diurno,Ensino médio,124.0,Lituânia,Ensino Secundário,Ensino Secundário,Técnicos e Profissões de Nível Intermediário,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",118.1,sim,Não,sim,não,Feminino,não,19,sim,0,6,8,5,12.2,0,0,6,6,4,11.75,0,16.2,0.3,-0.92,Desistente
Solteiro,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino básico 3.º ciclo (9.º/10.º/11.º ano) ou equivalente,133.1,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",105.3,não,Não,sim,sim,Feminino,não,28,não,0,5,14,2,10.5,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Desistente
Solteiro,1ª fase - Entrada geral,1,Enfermagem,Diurno,Ensino médio,141.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",Trabalhadores Não Qualificados,139.8,não,Não,não,sim,Feminino,sim,19,não,0,8,8,7,14.4,0,0,8,8,7,14.4,0,12.7,3.7,-1.7,Graduado
Casado,Titulares de outros cursos superiores,1,Serviço Social (noturno),Noturno,Ensino superior — licenciatura,130.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 2º Ciclo,Técnicos e Profissões de Nível Intermediário,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",130.0,não,Não,não,sim,Feminino,não,32,não,8,14,18,13,12.846153846153848,0,7,11,19,10,12.8,0,10.8,1.4,1.74,Graduado
Solteiro,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,Curso de especialização tecnológica,110.0,Portugal,Ensino Básico 3º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,127.5,não,Não,sim,não,Feminino,não,26,não,0,6,13,4,12.0,0,0,6,7,5,13.2,0,16.2,0.3,-0.92,Desistente
Casado,Maiores de 23 anos,1,administração,Diurno,11º ano de escolaridade,133.1,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,120.0,não,Não,não,sim,Feminino,não,25,não,0,5,0,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,Desistente
Casado,Mudança de curso,2,Educação básica (pedagogia),Diurno,Ensino médio,130.0,Portugal,Ensino Básico 2º Ciclo,31,Pessoal Administrativo,"Representantes do Poder Legislativo e dos Órgãos Executivos, Diretores, Directores e Gerentes Executivos",124.2,não,Não,não,sim,Feminino,não,31,não,3,7,8,6,13.666666666666666,0,1,6,8,5,13.5,0,9.4,-0.8,-3.12,Desistente
Solteiro,2ª fase - Entrada geral,1,Serviço Social,Diurno,Ensino médio,120.0,Portugal,Ensino básico 1º Ciclo,Ensino Secundário,Trabalhadores Não Qualificados,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",113.4,sim,Não,não,sim,Feminino,sim,20,não,0,6,10,5,11.857142857142858,0,0,6,8,6,11.666666666666666,0,12.7,3.7,-1.7,Graduado
Solteiro,1ª fase - Entrada geral,4,Serviço Social,Diurno,Ensino médio,133.1,Portugal,Ensino Secundário,Ensino básico 1º Ciclo,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,Trabalhadores Não Qualificados,118.0,sim,Não,não,sim,Feminino,não,19,não,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Desistente
Solteiro,2ª fase - Entrada geral,1,Animação e Design Multimédia,Diurno,Ensino médio,145.0,Portugal,Ensino básico 1º Ciclo,Ensino Básico 3º Ciclo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",Trabalhadores Não Qualificados,130.0,sim,Não,não,sim,Feminino,não,23,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Desistente
Solteiro,1ª fase - Entrada geral,1,Serviço Social,Diurno,Ensino médio,131.0,Portugal,Ensino básico 1º Ciclo,Ensino Secundário,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,135.9,sim,Não,não,sim,Feminino,não,18,não,0,6,8,5,13.2,0,0,6,6,6,11.333333333333334,0,9.4,-0.8,-3.12,Graduado
Solteiro,1ª fase - Entrada geral,2,Serviço Social,Diurno,Ensino médio,147.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 2º Ciclo,Trabalhadores Não Qualificados,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,135.8,sim,Não,não,sim,Feminino,sim,19,não,0,6,8,6,12.714285714285714,0,0,6,12,5,11.0,0,13.9,-0.3,0.79,Desistente
Solteiro,1ª fase - Entrada geral,1,Turismo,Diurno,Ensino médio,138.0,Portugal,Ensino Básico 2º Ciclo,Ensino Básico 3º Ciclo,Trabalhadores Não Qualificados,Profissões das Forças Armadas,133.1,não,Não,não,sim,Feminino,não,18,não,0,6,6,6,12.5,0,0,6,6,6,12.666666666666666,0,15.5,2.8,-4.06,Graduado
Solteiro,1ª fase - Entrada geral,1,administração,Diurno,Ensino médio,123.0,Portugal,Ensino Secundário,Ensino Secundário,Pessoal Administrativo,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",118.8,sim,Não,não,sim,Feminino,não,21,não,0,5,9,3,10.666666666666666,0,0,5,13,2,12.5,0,7.6,2.6,0.32,Matriculado
Solteiro,1ª fase - Entrada geral,2,Jornalismo e Comunicação,Diurno,Ensino médio,129.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",117.1,sim,Não,não,sim,Feminino,não,20,não,0,6,12,1,17.0,0,0,6,12,1,17.0,0,9.4,-0.8,-3.12,Matriculado
Solteiro,1ª fase - Entrada geral,1,Medicina Veterinária,Diurno,Ensino médio,125.0,Portugal,Ensino Secundário,Ensino Básico 3º Ciclo,Pessoal Administrativo,Trabalhadores Não Qualificados,114.5,sim,Não,não,sim,Feminino,não,24,não,0,5,6,5,13.0,1,0,5,9,4,13.25,0,12.7,3.7,-1.7,Graduado
Solteiro,1ª fase - Entrada geral,1,Gestão de Publicidade e Marketing,Diurno,Ensino médio,131.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",127.2,não,Não,não,sim,Feminino,sim,18,não,0,5,7,3,12.666666666666666,0,0,5,5,4,12.5,0,9.4,-0.8,-3.12,Matriculado
Solteiro,Transferência,1,Enfermagem,Diurno,Ensino médio,100.0,Portugal,Ensino Superior - Bacharelado,Ensino básico 1º Ciclo,Especialistas em Atividades Intelectuais e Científicas,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",130.0,sim,Não,não,sim,Feminino,não,25,não,0,14,14,12,13.291666666666666,1,0,14,14,12,13.291666666666666,1,7.6,2.6,0.32,Graduado
Solteiro,2ª fase - Entrada geral,1,Medicina Veterinária,Diurno,Ensino médio,120.0,Portugal,Ensino Superior - Licenciatura,Ensino Superior - Bacharelado,Especialistas em Atividades Intelectuais e Científicas,Especialistas em Atividades Intelectuais e Científicas,116.1,não,Não,não,sim,Feminino,não,20,não,0,5,12,3,11.666666666666666,2,0,5,11,4,11.5,1,9.4,-0.8,-3.12,Graduado
Solteiro,2ª fase - Entrada geral,2,Enfermagem,Diurno,Ensino médio,145.0,Portugal,Ensino Básico 3º Ciclo,Ensino básico 1º Ciclo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",Trabalhadores Não Qualificados,130.5,sim,Não,não,sim,Feminino,não,18,não,0,8,8,7,14.24,0,0,8,8,7,14.24,0,10.8,1.4,1.74,Graduado
Solteiro,Maiores de 23 anos,1,Gestão de Publicidade e Marketing,Diurno,Ensino médio,120.0,Portugal,Desconhecido,Desconhecido,Estudante,Estudante,104.0,sim,Não,não,sim,Feminino,não,24,não,0,5,10,3,13.0,0,0,5,11,3,11.333333333333334,0,7.6,2.6,0.32,Desistente
Solteiro,2ª fase - Entrada geral,2,Enfermagem,Diurno,Ensino médio,140.0,Portugal,Ensino Secundário,Ensino Secundário,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",Profissões das Forças Armadas,128.5,sim,Não,não,sim,Feminino,não,18,não,0,7,9,5,14.06,0,0,7,9,6,12.571428571428571,0,12.4,0.5,1.79,Matriculado
Solteiro,2ª fase - Entrada geral,5,Serviço Social,Diurno,Ensino médio,134.0,Portugal,Ensino Básico 2º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,126.0,não,Não,sim,não,Feminino,não,21,não,0,6,10,5,11.833333333333334,0,0,6,10,5,13.2,0,13.9,-0.3,0.79,Desistente
Solteiro,1ª fase - Entrada geral,1,Jornalismo e Comunicação,Diurno,Ensino médio,140.0,Portugal,Ensino Secundário,Ensino Básico 3º Ciclo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",Profissões das Forças Armadas,141.1,sim,Não,não,sim,Feminino,não,18,não,0,6,6,6,12.833333333333334,0,0,6,6,6,13.333333333333334,0,9.4,-0.8,-3.12,Graduado
Solteiro,2ª fase - Entrada geral,2,Turismo,Diurno,Ensino médio,107.0,Portugal,11º Ano de Escolaridade,Ensino Básico 3º Ciclo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",102.8,sim,Não,não,sim,Feminino,não,20,não,0,6,16,1,10.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Desistente
Solteiro,2ª fase - Entrada geral,5,administração,Diurno,Ensino médio,133.0,Portugal,Ensino Secundário,Ensino Secundário,Pessoal Administrativo,Pessoal Administrativo,129.2,sim,Não,não,sim,Feminino,não,19,não,0,5,9,2,11.0,0,0,5,12,2,10.0,0,7.6,2.6,0.32,Desistente
Solteiro,1ª fase - Entrada geral,1,Enfermagem,Diurno,Ensino médio,127.0,Portugal,Ensino Superior - Bacharelado,Ensino Secundário,Especialistas em Atividades Intelectuais e Científicas,Trabalhadores Não Qualificados,119.3,sim,Não,não,sim,Feminino,não,20,não,0,7,7,7,14.105714285714289,0,0,8,8,8,13.6625,0,11.1,0.6,2.02,Graduado
Solteiro,1ª fase - Entrada geral,5,Enfermagem,Diurno,Ensino médio,141.0,Portugal,Ensino Básico 2º Ciclo,Ensino Básico 3º Ciclo,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",126.3,sim,Não,não,sim,Feminino,não,20,não,0,8,12,7,12.471428571428572,0,0,8,12,7,12.471428571428572,0,12.7,3.7,-1.7,Graduado
