Unnamed: 0,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
3495,Solteiro,1ª fase - Entrada geral,1,Agronomia,Diurno,Ensino médio,124.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",116.0,não,0,não,sim,Masculino,não,19,não,0,6,8,6,15.5,0,0,6,10,6,14.1,0,16.2,0.3,-0.92,Graduate
3496,Casado,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino médio,133.1,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,133.2,não,0,não,não,Masculino,não,43,não,0,5,13,2,11.5,0,0,5,12,3,10.8,0,13.9,-0.3,0.79,Dropout
3497,Casado,Mudança de curso,1,administração (atendimento noturno),Noturno,Ensino médio,114.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,116.7,não,0,não,sim,Masculino,não,49,não,0,5,7,4,13.333333333333334,0,0,5,9,4,11.6,1,16.2,0.3,-0.92,Dropout
3498,Solteiro,1ª fase - Entrada geral,2,Jornalismo e Comunicação,Diurno,Ensino médio,140.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores Qualificados da Indústria, Construção e Artesãos",126.4,sim,0,não,sim,Masculino,sim,18,não,0,6,8,6,12.666666666666666,0,0,6,6,6,13.5,0,12.7,3.7,-1.7,Graduate
3499,Solteiro,Maiores de 23 anos,1,Agronomia,Diurno,Ensino médio,160.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,191,"Trabalhadores não qualificados na indústria extrativa, construção, manufatura e transporte",140.0,não,0,não,sim,Masculino,não,27,não,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Enrolled
3500,Solteiro,1ª fase - Entrada geral,1,administração,Diurno,Ensino médio,122.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,120.3,sim,0,não,sim,Masculino,sim,19,não,0,5,8,5,12.6,0,0,5,9,5,13.6,0,8.9,1.4,3.51,Dropout
3501,Solteiro,Maiores de 23 anos,1,Design de Comunicação,Diurno,Ensino médio,140.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Profissões das Forças Armadas,118.0,não,0,sim,sim,Masculino,sim,45,não,0,6,6,6,13.5,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout
3502,Solteiro,Estudante internacional (bacharelado),1,Gestão de Publicidade e Marketing,Diurno,Ensino médio,160.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Outro - 11º Ano de Escolaridade,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,149.5,sim,0,não,não,Masculino,não,19,não,0,6,6,6,13.0,0,0,6,8,6,13.0,0,13.9,-0.3,0.79,Graduate
3503,Solteiro,Titulares de diploma de especialização tecnológica,1,Agronomia,Diurno,Curso de especialização tecnológica,130.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Superior - Bacharelado,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",130.0,não,0,não,sim,Masculino,sim,21,não,0,6,15,6,11.714285714285714,0,0,6,8,4,11.75,0,13.9,-0.3,0.79,Graduate
3504,Solteiro,1ª fase - Entrada geral,1,Gestão de Publicidade e Marketing,Diurno,Ensino médio,141.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",Trabalhadores Não Qualificados,126.3,não,0,não,sim,Masculino,sim,18,não,0,6,8,6,12.166666666666666,0,0,6,7,5,13.0,0,13.9,-0.3,0.79,Graduate
3505,Solteiro,2ª fase - Entrada geral,3,administração,Diurno,Ensino médio,127.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores Qualificados da Indústria, Construção e Artesãos",116.2,não,0,não,sim,Masculino,não,18,não,0,5,10,0,0.0,1,0,5,13,0,0.0,0,9.4,-0.8,-3.12,Dropout
3506,Solteiro,2ª fase - Entrada geral,1,Turismo,Diurno,Ensino médio,126.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Representantes do Poder Legislativo e dos Órgãos Executivos, Diretores, Directores e Gerentes Executivos",126.0,não,0,não,não,Masculino,não,29,não,0,6,12,0,0.0,0,0,6,6,0,0.0,6,9.4,-0.8,-3.12,Dropout
3507,Solteiro,1ª fase - Entrada geral,1,Gestão de Publicidade e Marketing,Diurno,Ensino médio,131.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Pessoal Administrativo,Trabalhadores Não Qualificados,122.3,não,0,não,sim,Masculino,não,19,não,0,5,6,5,11.5,0,0,5,5,5,11.6,0,9.4,-0.8,-3.12,Graduate
3508,Solteiro,1ª fase - Entrada geral,1,administração,Diurno,Ensino médio,130.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",119.5,sim,0,não,sim,Masculino,sim,18,não,0,5,7,4,11.25,0,0,5,6,4,12.25,0,12.4,0.5,1.79,Enrolled
3509,Solteiro,Titulares de diploma de especialização tecnológica,1,Design de Comunicação,Diurno,Curso de especialização tecnológica,130.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,131.8,não,0,não,sim,Masculino,sim,22,não,2,7,7,7,12.285714285714286,0,5,9,10,8,12.375,0,12.4,0.5,1.79,Graduate
3510,Solteiro,2ª fase - Entrada geral,6,Enfermagem,Diurno,Ensino médio,140.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Pessoal Administrativo,Técnicos e Profissões de Nível Intermediário,130.7,sim,0,não,sim,Masculino,sim,18,não,0,7,7,7,12.718571428571428,0,0,8,11,8,12.805555555555555,0,11.1,0.6,2.02,Dropout
3511,Solteiro,Titulares de diploma de especialização tecnológica,1,Equinicultura,Diurno,Curso de especialização tecnológica,140.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Pessoal Administrativo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",140.0,não,0,não,sim,Masculino,não,20,não,2,6,12,5,12.4,0,1,6,11,2,15.0,0,13.9,-0.3,0.79,Enrolled
3512,Solteiro,1ª fase - Entrada geral,1,Animação e Design Multimédia,Diurno,Ensino médio,140.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,"Representantes do Poder Legislativo e dos Órgãos Executivos, Diretores, Directores e Gerentes Executivos","Representantes do Poder Legislativo e dos Órgãos Executivos, Diretores, Directores e Gerentes Executivos",129.5,sim,0,não,sim,Masculino,não,20,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
3513,Divorciado,Maiores de 23 anos,1,Gestão de Publicidade e Marketing,Diurno,Ensino básico 3.º ciclo (9.º/10.º/11.º ano) ou equivalente,133.1,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",130.0,não,0,sim,sim,Masculino,sim,29,não,0,6,16,1,14.0,0,0,6,7,0,0.0,0,11.1,0.6,2.02,Dropout
3514,Solteiro,Maiores de 23 anos,1,Gestão de Publicidade e Marketing,Diurno,Ensino médio,120.0,Portugal,7º Ano,7º Ano,Outra Situação,Pessoal Administrativo,114.0,sim,0,não,sim,Masculino,não,29,não,0,5,10,3,11.666666666666666,0,0,5,8,4,11.25,0,7.6,2.6,0.32,Dropout
3515,Solteiro,Mudança de curso,1,Jornalismo e Comunicação,Diurno,Ensino médio,121.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Pessoal Administrativo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",121.0,sim,0,não,sim,Masculino,não,23,não,0,6,15,1,13.0,0,0,6,8,4,11.25,0,9.4,-0.8,-3.12,Enrolled
3516,Solteiro,2ª fase - Entrada geral,1,Animação e Design Multimédia,Diurno,Ensino médio,123.0,Portugal,Ensino Superior - Bacharelado,Outro - 11º Ano de Escolaridade,Especialistas em Atividades Intelectuais e Científicas,Trabalhadores Não Qualificados,116.4,sim,0,sim,sim,Masculino,não,19,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
3517,Solteiro,1ª fase - Entrada geral,1,Engenharia de software,Diurno,Ensino médio,136.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,121.7,sim,0,não,sim,Masculino,não,18,não,0,5,10,0,0.0,0,0,5,11,1,12.0,3,7.6,2.6,0.32,Dropout
3518,Casado,Transferência,1,Turismo,Diurno,Ensino médio,136.0,Portugal,Ensino Superior - Licenciatura,Ensino Superior - Licenciatura,"Técnicos de nível médio em serviços jurídicos, sociais, esportivos, culturais e similares",Diretores de serviços administrativos e comerciais,130.0,sim,0,não,sim,Masculino,não,22,não,2,6,13,4,11.5,0,2,6,12,2,12.5,0,7.6,2.6,0.32,Dropout
3519,Solteiro,Mudança de curso,1,administração (atendimento noturno),Noturno,Ensino médio,120.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,120.0,sim,0,sim,sim,Masculino,não,34,não,6,10,10,7,11.714285714285714,0,4,10,10,6,11.5,0,10.8,1.4,1.74,Dropout
3520,Solteiro,Mudança de curso,1,administração (atendimento noturno),Noturno,Ensino superior – mestrado,160.0,Portugal,Ensino Superior - Bacharelado,Ensino Superior - Bacharelado,Especialistas em Atividades Intelectuais e Científicas,"Representantes do Poder Legislativo e dos Órgãos Executivos, Diretores, Directores e Gerentes Executivos",125.0,não,0,não,sim,Masculino,não,26,não,0,5,7,5,12.6,0,0,5,7,5,13.714285714285714,0,13.9,-0.3,0.79,Graduate
3521,Solteiro,2ª fase - Entrada geral,1,Animação e Design Multimédia,Diurno,Ensino médio,125.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",Trabalhadores Não Qualificados,134.1,sim,0,não,sim,Masculino,não,24,não,12,17,19,13,11.642857142857142,0,12,17,25,12,11.25,0,11.1,0.6,2.02,Dropout
3522,Solteiro,1ª fase - Entrada geral,1,Gestão de Publicidade e Marketing,Diurno,Ensino médio,146.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Trabalhadores Não Qualificados,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,149.5,sim,0,não,sim,Masculino,sim,17,não,0,6,8,6,14.875,0,0,6,8,6,13.428571428571429,0,11.1,0.6,2.02,Graduate
3523,Solteiro,Mudança de curso,4,Gestão de Publicidade e Marketing,Diurno,Ensino médio,117.0,Portugal,Ensino Superior - Bacharelado,Ensino Superior - Bacharelado,Pessoal Administrativo,Pessoal Administrativo,113.2,não,0,não,sim,Masculino,não,21,não,0,5,11,2,10.0,0,0,5,10,3,10.333333333333334,0,9.4,-0.8,-3.12,Enrolled
3524,Casado,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino médio,150.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Superior - Mestrado,Pessoal Administrativo,Especialistas em Atividades Intelectuais e Científicas,146.0,não,0,não,sim,Masculino,não,34,não,0,5,5,5,14.2,0,0,5,5,5,14.6,0,12.7,3.7,-1.7,Enrolled
3525,Solteiro,Titulares de diploma de especialização tecnológica,1,Agronomia,Diurno,Curso de especialização tecnológica,140.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura","Trabalhadores Qualificados da Indústria, Construção e Artesãos",140.0,sim,0,não,sim,Masculino,não,19,não,0,6,8,6,12.714285714285714,0,0,6,9,6,13.5,0,12.4,0.5,1.79,Graduate
3526,Casado,Maiores de 23 anos,1,Agronomia,Diurno,Ensino médio,111.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Superior - Bacharelado,Pessoal Administrativo,Especialistas em Atividades Intelectuais e Científicas,162.4,não,0,sim,não,Masculino,não,49,não,4,12,16,5,11.6,0,2,7,7,5,11.2,0,8.9,1.4,3.51,Dropout
3527,Solteiro,Mudança de curso,1,Enfermagem,Diurno,Ensino médio,120.0,Portugal,Ensino Superior - Licenciatura,Ensino Superior - Mestrado,Pessoal Administrativo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",136.6,não,0,não,sim,Masculino,não,23,não,0,7,14,5,11.94,0,0,7,14,6,12.2,0,13.9,-0.3,0.79,Dropout
3528,Solteiro,3ª fase - Entrada geral,3,Engenharia de software,Diurno,Ensino médio,111.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Trabalhadores Não Qualificados,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,111.0,sim,0,não,sim,Masculino,não,18,não,0,5,10,4,11.6,0,0,5,9,3,14.2,0,12.4,0.5,1.79,Dropout
3529,Solteiro,1ª fase - Entrada geral,1,Enfermagem,Diurno,Ensino médio,118.0,Portugal,Outro - 11º Ano de Escolaridade,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Pessoal Administrativo,Profissões das Forças Armadas,115.7,não,0,não,sim,Masculino,não,20,não,0,7,9,5,12.7,0,0,8,9,7,13.475,0,13.9,-0.3,0.79,Enrolled
3530,Solteiro,1ª fase - Entrada geral,3,Gestão de Publicidade e Marketing,Diurno,Ensino médio,106.0,Portugal,Ensino Superior - Bacharelado,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Especialistas em Atividades Intelectuais e Científicas,Técnicos e Profissões de Nível Intermediário,105.7,sim,0,não,sim,Masculino,não,19,não,0,6,6,6,13.333333333333334,0,0,6,9,5,13.8,0,8.9,1.4,3.51,Graduate
3531,Solteiro,Transferência,1,Agronomia,Diurno,Curso de especialização tecnológica,120.0,Portugal,Ensino Superior - Bacharelado,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Especialistas em Atividades Intelectuais e Científicas,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",128.2,sim,0,não,sim,Masculino,não,24,não,4,9,13,8,13.333333333333334,0,5,10,12,9,13.11111111111111,0,16.2,0.3,-0.92,Enrolled
3532,Solteiro,1ª fase - Entrada geral,1,administração,Diurno,Ensino médio,151.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Pessoal Administrativo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",137.0,sim,0,não,sim,Masculino,não,18,não,0,5,5,5,13.4,0,0,5,5,5,15.0,0,8.9,1.4,3.51,Graduate
3533,Casado,Maiores de 23 anos,1,Turismo,Diurno,Ensino básico 3.º ciclo (9.º/10.º/11.º ano) ou equivalente,133.1,Portugal,Desconhecido,Desconhecido,Estudante,Estudante,120.0,não,0,sim,não,Masculino,não,45,não,0,6,12,0,0.0,0,0,6,12,0,0.0,0,9.4,-0.8,-3.12,Dropout
3534,Solteiro,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino médio,120.0,Portugal,Desconhecido,Desconhecido,Estudante,Estudante,120.5,sim,0,não,sim,Masculino,não,30,não,0,5,5,2,11.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
3535,Solteiro,Mudança de instituição/curso,1,administração (atendimento noturno),Noturno,Curso de especialização tecnológica,120.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Superior - Mestrado,Pessoal Administrativo,Profissões das Forças Armadas,118.1,não,0,não,sim,Masculino,não,28,não,13,15,17,13,12.0,0,9,13,13,9,11.333333333333334,0,8.9,1.4,3.51,Dropout
3536,Solteiro,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino médio,110.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,139.0,não,0,não,sim,Masculino,não,40,não,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout
3537,Solteiro,Maiores de 23 anos,2,administração,Diurno,Ensino básico 3.º ciclo (9.º/10.º/11.º ano) ou equivalente,133.1,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Pessoal Administrativo,Profissões das Forças Armadas,116.3,não,0,não,não,Masculino,não,32,não,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout
3538,Solteiro,2ª fase - Entrada geral,5,Turismo,Diurno,Ensino médio,118.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",120.5,sim,0,não,sim,Masculino,não,19,não,0,6,12,4,12.5,0,0,6,12,4,10.25,0,7.6,2.6,0.32,Dropout
3539,Solteiro,1ª fase - Entrada geral,1,Design de Comunicação,Diurno,Ensino médio,139.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Técnicos e Profissões de Nível Intermediário,Trabalhadores Não Qualificados,134.9,sim,0,não,sim,Masculino,não,20,não,0,6,7,6,13.666666666666666,0,0,6,7,6,12.166666666666666,1,16.2,0.3,-0.92,Graduate
3540,Solteiro,2ª fase - Entrada geral,1,Engenharia de software,Diurno,Ensino médio,130.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Superior - Bacharelado,Pessoal Administrativo,Especialistas em Atividades Intelectuais e Científicas,123.0,não,0,não,sim,Masculino,não,18,não,0,5,10,1,10.0,0,0,5,7,0,0.0,0,9.4,-0.8,-3.12,Dropout
3541,Solteiro,2ª fase - Entrada geral,1,Gestão de Publicidade e Marketing,Diurno,Ensino médio,132.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,122.9,não,0,não,não,Masculino,não,20,não,0,6,6,6,11.5,0,0,6,9,2,13.0,0,10.8,1.4,1.74,Dropout
3542,Solteiro,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino médio,100.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Trabalhadores Não Qualificados,Pessoal Administrativo,140.0,não,0,não,sim,Masculino,não,39,não,0,5,7,4,12.25,0,0,5,7,4,12.75,0,15.5,2.8,-4.06,Enrolled
3543,Solteiro,2ª fase - Entrada geral,1,Medicina Veterinária,Diurno,Ensino médio,120.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Pessoal Administrativo,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,122.5,não,0,não,não,Masculino,não,19,não,0,6,11,5,13.6,0,0,6,11,5,13.666666666666666,0,11.1,0.6,2.02,Enrolled
3544,Solteiro,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,11º ano de escolaridade,133.1,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,121.5,não,0,não,sim,Masculino,não,38,não,0,5,11,2,10.5,0,0,5,9,3,11.333333333333334,1,7.6,2.6,0.32,Enrolled
3545,Solteiro,2ª fase - Entrada geral,3,Enfermagem,Diurno,Ensino médio,156.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Pessoal Administrativo,Trabalhadores Não Qualificados,132.3,sim,0,não,sim,Masculino,sim,18,não,0,7,7,6,13.266666666666666,0,0,7,7,6,13.266666666666666,0,7.6,2.6,0.32,Graduate
3546,Solteiro,2ª fase - Entrada geral,4,Enfermagem,Diurno,Ensino médio,143.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",131.5,sim,0,não,sim,Masculino,sim,18,não,0,7,8,7,12.5125,0,0,8,8,8,14.1875,0,13.9,-0.3,0.79,Graduate
3547,Casado,Mudança de curso,1,Equinicultura,Diurno,12º ano de escolaridade – não concluído,133.1,Portugal,Desconhecido,Desconhecido,Estudante,Estudante,128.2,não,0,não,sim,Masculino,não,28,não,0,5,9,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
3548,Solteiro,Maiores de 23 anos,1,Gestão de Publicidade e Marketing,Diurno,Ensino médio,140.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,148.0,sim,0,não,não,Masculino,não,31,não,0,6,14,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout
3549,Solteiro,1ª fase - Entrada geral,1,Enfermagem,Diurno,Ensino médio,127.0,Portugal,Ensino Superior - Licenciatura,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Técnicos e Profissões de Nível Intermediário,Trabalhadores Não Qualificados,121.5,não,0,não,sim,Masculino,não,23,não,0,7,7,6,13.483333333333334,0,0,7,7,6,13.483333333333334,0,7.6,2.6,0.32,Graduate
3550,Solteiro,1ª fase - Entrada geral,1,Enfermagem,Diurno,Ensino médio,135.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Assistentes de preparação de refeições,"Trabalhadores não qualificados na indústria extrativa, construção, manufatura e transporte",135.4,sim,0,não,sim,Masculino,não,21,não,0,7,9,6,12.565,0,0,8,12,5,12.16,0,11.1,0.6,2.02,Enrolled
3551,Solteiro,Maiores de 23 anos,1,Serviço Social,Diurno,Ensino básico 3.º ciclo (9.º/10.º/11.º ano) ou equivalente,133.1,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,139.0,não,0,sim,não,Masculino,não,33,não,0,6,8,0,0.0,0,0,5,6,0,0.0,0,16.2,0.3,-0.92,Dropout
3552,Solteiro,Mudança de curso,1,administração,Diurno,Ensino médio,120.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",Técnicos e Profissões de Nível Intermediário,113.4,não,0,não,sim,Masculino,não,22,não,0,5,9,3,13.0,0,0,5,9,3,11.666666666666666,0,12.7,3.7,-1.7,Dropout
3553,Solteiro,Titulares de diploma de especialização tecnológica,1,Engenharia de software,Diurno,Curso de especialização tecnológica,150.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,150.0,sim,0,sim,sim,Masculino,não,20,não,0,5,6,5,16.5,0,0,5,7,5,17.714285714285715,0,12.4,0.5,1.79,Dropout
3554,Solteiro,2ª fase - Entrada geral,1,Gestão de Publicidade e Marketing,Diurno,Ensino médio,123.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Técnicos e Profissões de Nível Intermediário,Técnicos e Profissões de Nível Intermediário,122.0,não,0,sim,sim,Masculino,não,19,não,0,6,7,6,13.166666666666666,0,0,6,9,5,13.2,0,8.9,1.4,3.51,Enrolled
